Date,Close
13/03/2020,7882.19
12/3/2020,7950.02
11/3/2020,8381.47
10/3/2020,8722.11
9/3/2020,8733.96
6/3/2020,9445.03
5/3/2020,9594.01
4/3/2020,9766.69
3/3/2020,9693.05
2/3/2020,9452.51
28/02/2020,9121.27
27/02/2020,9562.63
26/02/2020,9704.82
25/02/2020,9779.14
24/02/2020,9849.05
21/02/2020,10097.21
20/02/2020,10144.16
19/02/2020,10204.97
18/02/2020,10138.11
17/02/2020,10108.05
14/02/2020,10099.82
13/02/2020,10095.99
12/2/2020,10000.18
11/2/2020,10006.05
10/2/2020,10012.3
7/2/2020,10025.59
6/2/2020,10107.38
5/2/2020,10035.73
4/2/2020,9965.56
3/2/2020,9958.13
31/01/2020,10027.88
30/01/2020,9949.55
29/01/2020,10050.7
28/01/2020,10091.08
27/01/2020,10105.37
23/01/2020,10219.75
22/01/2020,10131.77
21/01/2020,10096.29
20/01/2020,10095.26
17/01/2020,10087.42
16/01/2020,10074.8
15/01/2020,10082
14/01/2020,10035.47
13/01/2020,10023.95
10/1/2020,9952.83
9/1/2020,9939.58
8/1/2020,9856.93
7/1/2020,9885.48
6/1/2020,9865.83
3/1/2020,9921.59
30/12/2019,9977.3
27/12/2019,9948.53
23/12/2019,9877.96
20/12/2019,9885.56
19/12/2019,9889.74
18/12/2019,9907.25
17/12/2019,9887.91
16/12/2019,9966.11
13/12/2019,9880.42
12/12/2019,9779.39
11/12/2019,9810.25
10/12/2019,9878.67
9/12/2019,9937.67
6/12/2019,9977.47
5/12/2019,9961.05
4/12/2019,9948.09
3/12/2019,9879.22
2/12/2019,9903.07
29/11/2019,9886.93
28/11/2019,9869.45
27/11/2019,9875.75
26/11/2019,9797.21
25/11/2019,9772.01
22/11/2019,9718.49
21/11/2019,9713.16
20/11/2019,9732.22
19/11/2019,9706.24
18/11/2019,9724.93
15/11/2019,9692.51
14/11/2019,9692.17
13/11/2019,9729.44
12/11/2019,9692.81
11/11/2019,9720.79
8/11/2019,9689.61
7/11/2019,9680.24
6/11/2019,9687.66
5/11/2019,9678.05
4/11/2019,9650.99
1/11/2019,9607.67
